"","id","respdate","endtime","qA1","qA2","qA3a","qA3b","qA4","qA5","qA6","qA7","qA8","nq15","q66","q67_1","q67_2","q67_3","q67_4","q67_5","q67_6","q67_7","q67_8","q68","q69_1","q69_2","q69_3","q69_4","q69_5","q69_6","q69_7","q69_8","q70","q71_1","q71_2","q71_3","q71_4","q71_5","q71_6","q71_7","q71_8","q72","q73_1","q73_2","q73_3","q73_4","q73_5","q73_6","q73_7","q73_8","q74","q81_1","q81_2","q81_3","q81_4","q81_5","q81_6","q81_7","q81_8","q82","q84a_1","q84a_2","q84a_3","q84a_4","q84a_5","q84a_6","q84a_7","q84a_8","q84b","q75_1","q75_2","q75_3","q75_4","q75_5","q75_6","q75_7","q75_8","q76","q77_1","q77_2","q77_3","q77_4","q77_5","q77_6","q77_7","q77_8","q78","q83_1","q83_2","q83_3","q83_4","q83_5","q83_6","q83_7","q83_8","q84","q85","q86_1","q86_2","q86_3","q86_5","q86_6","q86_7","q86_8","q86_9","q86_10","q86_11","q87","q88","q89","q90","q91","q92","q92a","q92b","q92c","q92d","Impprobgb","qB1","qB2","qB3","qB4","qB5","qB6","qB7","qB8","qB9","qB10","qB11","qB12","qB13","qB14","qB15","qB16","qB17","qC1","qC2","qC3","qC4","qC5","qC6","qC7","qC8","qC9","qC10","qC11","qC12","qC13","qC14","qC15","qC16","qC17","qC18","qD1","qD2","qD3","qD4","qD5","qD6","qD7","qD8","qD8a","qD8b","qD8c","qD8d","qD9","qD9a","qD9b","qD9c","qD9d","qD10","qD11","qD12","qD13","qD14","profile_bpcage","profile_gender","profile_socialgrade_old","profile_newspaper_readership","W8","W8vote","filter_$"
"1026",1026,2010-05-08,2010-05-08 09:02:20,1,1,2,"__NA__",4,2,"__NA__",NA,"__NA__",2,2,1,2,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,1,1,2,2,2,2,2,2,"__NA__",NA,2,3,NA,3,NA,NA,NA,NA,"Economy (General)","ECONOMY",4,"__NA__","ECONOMY",4,"__NA__",3,3,3,5,3,3,3,3,4,4,4,5,9,6,5,5,9,7,5,12,12,12,6,10,6,5,5,3,1,2,"__NA__",2,"__NA__",1,5,3,1,3,3,3,2,1,3,3,3,3,4,4,4,2,2,2,2,2,5,1.90923462997836,1.89489761307775,0
"1027",1027,2010-05-08,2010-05-08 09:18:12,1,1,1,"__NA__",1,2,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",2,3,3,NA,2,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","economy",3,"__NA__",3,3,6,5,4,3,4,3,2,2,2,10,2,6,6,8,4,6,6,6,4,6,11,1,1,6,1,1,1,1,"__NA__",1,"__NA__",3,2,1,1,1,1,1,2,1,3,2,3,2,3,3,4,3,4,3,2,1,3,0.735090627247222,1.24158139343324,0
"1028",1028,2010-05-08,2010-05-08 09:21:56,1,1,2,"__NA__",4,2,"__NA__",NA,"__NA__",3,2,1,1,1,1,2,2,1,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",4,"__NA__","Economy",4,"__NA__",2,3,3,3,4,3,4,3,4,3,2,5,7,6,6,5,7,6,6,12,12,12,5,8,7,7,6,6,6,4,"__NA__",2,"__NA__",4,2,1,1,1,1,1,2,1,3,2,3,2,2,3,3,3,1,2,1,1,15,1.22248086777965,2.18034471079353,0
"1029",1029,2010-05-08,2010-05-08 09:23:09,4,1,4,"__NA__",2,1,"__NA__",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Don't know","do not know",7,"__NA__","do not know",7,"__NA__",3,1,6,1,4,3,3,3,5,2,2,1,1,3,10,1,5,3,11,9,4,6,1,1,1,11,2,1,1,4,"__NA__",4,"__NA__",5,1,3,1,1,3,3,1,1,4,1,4,1,2,2,3,5,1,3,1,2,4,1.75554173353302,1.1668464743443,0
"1030",1030,2010-05-08,2010-05-08 09:33:16,1,1,3,"__NA__",4,1,"__NA__",NA,"__NA__",9,2,1,2,1,2,2,1,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Political System","stable government",4,"__NA__","don't know",12,"__NA__",6,5,3,2,3,2,3,2,4,3,2,4,4,8,9,3,6,9,8,12,12,12,4,4,11,11,6,1,1,4,"__NA__",4,"__NA__",4,2,1,1,1,1,1,2,1,3,2,3,2,2,2,2,2,1,2,1,1,9,0.220696693536372,0.194814998756652,0
"1031",1031,2010-05-08,2010-05-08 09:33:58,1,1,1,"__NA__",3,1,"__NA__",NA,"__NA__",3,2,2,2,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",2,4,2,NA,3,NA,NA,NA,NA,"Economy (General)","the economy",3,"__NA__","unemployment",3,"__NA__",2,1,6,5,3,3,4,1,3,3,4,8,5,7,5,6,4,8,5,6,8,12,9,5,8,5,5,1,1,1,"__NA__",3,"__NA__",3,2,2,1,2,2,2,2,1,2,3,2,3,4,3,4,3,2,3,2,1,16,0.521034513040732,0.574009205743966,0
"1032",1032,2010-05-08,2010-05-08 09:34:11,2,1,4,"__NA__",4,4,"__NA__",3,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,2,2,2,2,2,2,2,2,"__NA__",4,3,NA,NA,NA,NA,NA,NA,NA,"Other","The banking system is too free, allowing it to become corrupt. Note, it has brought the developed world to its knees",5,"__NA__","Too many important positions are filled by people incapable of making intelligent decisions",12,"__NA__",4,3,4,3,4,1,4,3,4,3,3,4,6,9,7,3,6,8,6,5,5,5,8,5,8,7,6,4,1,4,"__NA__",3,"__NA__",2,5,5,1,1,2,2,2,1,4,3,3,3,4,3,4,3,2,3,1,1,5,1.08851525526965,0.741246955262063,1
"1033",1033,2010-05-08,2010-05-08 09:34:39,1,1,1,"__NA__",3,1,"__NA__",NA,"__NA__",3,3,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,1,1,2,2,2,2,2,2,"__NA__",1,NA,2,NA,2,NA,NA,NA,NA,"Economy (General)","The economy",3,"__NA__","Immigration",9,"__NA__",2,1,2,1,3,1,3,1,2,2,3,9,4,7,8,8,4,7,8,12,12,12,11,3,8,8,6,6,7,1,"__NA__",4,"__NA__",3,2,2,1,2,1,2,2,1,2,2,2,2,4,3,3,2,2,1,1,2,5,0.721827969844456,1.06857407850874,0
"1034",1034,2010-05-08,2010-05-08 09:35:44,2,1,4,"__NA__",3,5,"do not trust the *big three* one iota - cannot vote for them",NA,"__NA__",9,2,1,1,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","the recession",2,"__NA__","the economy",7,"__NA__",5,1,6,5,3,2,4,3,5,3,3,1,1,5,9,1,1,2,8,12,12,12,1,1,1,11,1,1,1,4,"__NA__",4,"__NA__",5,4,1,1,1,3,1,1,1,4,1,4,1,1,2,3,1,1,2,2,1,10,0.33465690101676,0.348048101243688,0
"1035",1035,2010-05-08,2010-05-08 09:39:36,2,1,1,"__NA__",1,1,"__NA__",NA,"__NA__",1,2,1,1,1,1,2,2,2,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,2,2,1,2,2,2,2,2,2,"__NA__",1,NA,NA,NA,2,NA,NA,NA,NA,"Terrorism","terrorism",3,"__NA__","unemployment",7,"__NA__",2,2,6,5,1,3,1,2,1,1,1,11,1,7,10,11,1,4,7,8,12,12,11,1,7,8,1,1,1,1,"__NA__",4,"__NA__",4,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,4,1,3,2,2,16,0.840316961866988,0.903586332744828,0
"1036",1036,2010-05-08,2010-05-08 09:41:08,2,1,3,"__NA__",4,2,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,2,2,2,2,2,2,2,1,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","ecomonic",12,"__NA__","economic",12,"__NA__",2,2,2,2,2,2,1,2,2,1,6,6,5,9,12,6,6,10,8,8,12,7,6,7,11,1,6,1,1,3,"__NA__",2,"__NA__",4,2,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,2,2,1,2,0.342454300551102,0.369663287163873,0
"1037",1037,2010-05-08,2010-05-08 09:43:33,4,1,9,"an independant, dont really know",4,6,"__NA__",NA,"__NA__",9,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deficit","not enough money!",2,"__NA__","dont know",2,"__NA__",6,5,6,5,5,5,6,5,5,5,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,"none they are all crap",9,"none",6,5,5,1,5,5,5,5,1,5,5,5,5,6,6,6,1,3,2,2,1,5,0.990326341617329,0.891158113411089,0
"1038",1038,2010-05-08,2010-05-08 09:44:51,2,1,3,"__NA__",4,1,"__NA__",NA,"__NA__",3,2,1,1,1,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",3,3,3,NA,3,NA,NA,NA,NA,"Deficit","Debt",2,"__NA__","National debt",2,"__NA__",2,2,3,2,4,3,3,3,4,3,3,4,4,10,10,3,3,7,7,7,4,7,4,1,9,11,7,4,1,4,"__NA__",3,"__NA__",4,1,1,1,1,1,1,2,1,3,2,3,2,2,2,3,2,1,3,1,2,16,0.792064484403761,0.762357642566703,0
"1039",1039,2010-05-08,2010-05-08 09:48:37,1,1,3,"__NA__",1,1,"__NA__",NA,"__NA__",3,2,1,2,1,2,2,2,2,2,"__NA__",2,1,1,2,1,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,1,2,1,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",5,"__NA__","Jobs",5,"__NA__",3,3,6,5,3,3,2,3,5,4,3,1,2,9,6,2,6,10,12,12,12,12,1,3,11,6,6,12,1,3,"__NA__",6,"__NA__",3,2,1,1,1,1,1,2,1,3,2,4,2,4,2,2,1,4,1,2,1,16,0.468810884958456,0.469187003639297,0
"1040",1040,2010-05-08,2010-05-08 09:58:39,1,1,3,"__NA__",4,4,"__NA__",1,"__NA__",3,2,1,1,1,1,2,2,2,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","pensions",3,"__NA__","public spending",7,"__NA__",3,2,6,5,2,2,3,4,2,2,2,9,1,8,8,10,1,8,7,8,7,12,11,1,11,11,8,1,1,3,"__NA__",4,"__NA__",4,4,4,1,2,1,1,4,1,3,1,2,1,1,1,1,2,1,2,2,1,8,0.163034816660997,0.18019528193038,1
"1041",1041,2010-05-08,2010-05-08 10:04:57,1,1,1,"__NA__",4,1,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,1,1,2,2,2,2,2,2,"__NA__",NA,4,5,NA,3,NA,NA,NA,NA,"Economy (General)","economy",3,"__NA__","economy",3,"__NA__",1,1,1,3,3,3,4,2,2,2,3,8,4,2,5,8,8,9,12,12,12,12,9,5,3,3,1,1,1,1,"__NA__",1,"__NA__",3,1,1,1,2,1,1,2,1,4,4,4,4,4,3,3,5,2,2,1,2,5,0.93448316021986,0.795278762085603,0
"1042",1042,2010-05-08,2010-05-08 10:14:13,1,1,3,"__NA__",4,3,"__NA__",5,"__NA__",3,2,1,1,1,1,1,2,2,1,"Communist Party",2,1,2,2,1,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economy (General)","Economy",12,"__NA__","Economy",7,"__NA__",6,5,6,5,4,4,3,5,4,4,4,4,2,8,8,5,5,6,7,6,12,12,8,1,8,11,8,1,1,4,"__NA__",6,"__NA__",4,1,1,1,1,1,1,1,1,4,2,3,2,1,2,3,2,1,1,1,1,10,0.562244234264549,0.308221480780455,0
"1043",1043,2010-05-08,2010-05-08 10:17:53,2,1,2,"__NA__",4,2,"__NA__",NA,"__NA__",3,2,2,1,1,1,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,1,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,1,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","immigration",5,"__NA__","WAG",2,"__NA__",3,5,2,4,4,2,2,1,4,5,4,2,9,7,2,2,9,7,2,2,7,12,1,10,7,1,1,1,1,2,"__NA__",2,"__NA__",2,2,2,1,2,3,2,2,1,2,3,3,3,5,5,4,5,2,2,1,2,2,0.988602348202733,1.02925466244058,0
"1044",1044,2010-05-08,2010-05-08 10:23:40,3,2,NA,"__NA__",4,NA,"__NA__",NA,"__NA__",3,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","Immigration",4,"__NA__","Employment",12,"__NA__",2,2,3,1,3,3,4,3,4,6,3,4,5,6,6,2,6,6,12,12,12,12,5,6,6,5,1,1,4,3,"__NA__",9,".",3,2,2,1,1,1,1,2,1,3,2,4,3,1,2,4,3,3,2,2,2,14,3.36978504673439,2.73101374167033,NA
"1045",1045,2010-05-08,2010-05-08 10:24:18,1,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,1,2,1,2,2,2,1,"independent",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,1,2,2,2,2,2,"__NA__",1,1,1,1,2,2,2,2,2,2,2,"__NA__",5,2,3,NA,NA,NA,NA,NA,NA,"Deficit","reducing the vast debt built up by the current govt",4,"__NA__","to stop attaching so much importance to language issues and concentrate on the real world",12,"__NA__",3,2,4,3,4,2,4,3,5,4,4,2,7,4,3,1,8,3,1,2,3,2,1,11,4,1,3,6,1,2,"__NA__",2,"__NA__",1,4,2,1,1,1,2,2,1,2,3,2,4,5,5,5,6,2,3,1,1,2,0.443607149529926,0.499059644929276,0
"1046",1046,2010-05-08,2010-05-08 10:35:09,2,1,2,"__NA__",1,1,"__NA__",NA,"__NA__",2,2,1,1,1,1,2,1,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immigration / Asyl","immigration",4,"__NA__","economy",4,"__NA__",3,4,5,2,3,2,5,2,5,5,5,1,8,1,1,1,9,1,1,1,6,2,1,11,1,1,1,1,1,2,"__NA__",2,"__NA__",3,2,1,1,1,1,1,2,1,4,3,4,3,5,3,5,1,2,3,2,1,1,0.59627244543842,0.693165094342641,0
"1047",1047,2010-05-08,2010-05-08 10:35:19,2,1,4,"__NA__",4,5,"Because he had Christian beliefs",NA,"__NA__",10,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,1,1,1,1,2,2,2,2,2,2,"__NA__",3,4,3,NA,2,NA,NA,NA,NA,"Deficit","debit",12,"__NA__","jobs",7,"__NA__",2,2,2,2,3,3,3,3,3,2,2,6,2,5,8,4,4,4,7,5,4,5,6,2,4,9,5,3,1,4,"__NA__",4,"__NA__",5,2,1,1,1,1,1,2,1,3,2,3,2,1,2,3,4,1,3,2,2,16,1.67409506378803,1.29270173201204,0
"1048",1048,2010-05-08,2010-05-08 10:40:21,2,1,4,"__NA__",1,5,"The best party for Wales",NA,"__NA__",11,2,1,1,2,1,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deficit","National debt.",3,"__NA__","Unemployment",12,"__NA__",2,3,6,5,4,4,4,3,3,3,2,7,3,6,8,6,4,4,7,12,12,12,6,2,6,11,8,1,1,4,"__NA__",6,"__NA__",4,2,1,1,1,1,2,2,1,3,2,3,2,2,2,6,4,1,3,1,2,9,0.120524533760759,0.285764931973077,0
"1049",1049,2010-05-08,2010-05-08 10:46:54,3,2,NA,"__NA__",3,NA,"__NA__",NA,"__NA__",11,1,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crime / Anti-socia","violent crime",12,"__NA__","don't know, perhaps lack of jobs",12,"__NA__",6,5,6,5,5,5,6,5,4,4,6,1,1,6,8,1,12,12,12,12,12,12,1,1,6,11,12,12,2,4,"__NA__",4,"__NA__",5,2,2,1,1,1,1,1,1,4,2,4,2,1,4,4,1,1,1,2,2,16,3.29241431086642,2.53025150538425,NA
